Start Time  Tuesday January 11 2022 18:05:13
Bitrate   500 kbit/s
Operating Mode  Std Ext ErrDet
Driver Version  4.1.212.0
"Bus","No","Time","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","458","00:00:51.213","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","459","00:00:51.243","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","460","00:00:51.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","461","00:00:51.543","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","462","00:00:51.650","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","463","00:00:51.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","464","00:00:51.843","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","465","00:00:52.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","466","00:00:52.088","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","467","00:00:52.143","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","468","00:00:52.238"," S    ","604","8","40 07 60 00 00 00 00 00","@.`....."
"USB-to-CAN V2 compact  CAN-1","469","00:00:52.239","      ","584","8","4B 07 60 00 01 00 00 00","K.`....."
"USB-to-CAN V2 compact  CAN-1","470","00:00:52.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","471","00:00:52.444","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","472","00:00:52.523","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","473","00:00:52.744","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","474","00:00:52.823","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","475","00:00:52.961","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","476","00:00:53.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","477","00:00:53.043","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","478","00:00:53.344","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","479","00:00:53.397","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","480","00:00:53.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","481","00:00:53.644","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","482","00:00:53.823","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","483","00:00:53.834","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","484","00:00:53.943","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","485","00:00:54.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","486","00:00:54.243","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","487","00:00:54.272","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","488","00:00:54.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","489","00:00:54.543","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","490","00:00:54.707","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","491","00:00:54.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","492","00:00:54.844","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","493","00:00:55.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","494","00:00:55.144","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","495","00:00:55.145","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","496","00:00:55.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","497","00:00:55.444","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","498","00:00:55.581","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","499","00:00:55.743","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","500","00:00:55.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","501","00:00:56.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","502","00:00:56.018","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","503","00:00:56.043","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","504","00:00:56.344","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","505","00:00:56.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","506","00:00:56.456","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","507","00:00:56.643","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","508","00:00:56.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","509","00:00:56.891","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","510","00:00:56.943","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","511","00:00:57.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","512","00:00:57.059"," S    ","606","8","40 07 60 00 00 00 00 00","@.`....."
"USB-to-CAN V2 compact  CAN-1","513","00:00:57.059","      ","586","8","4B 07 60 00 01 00 00 00","K.`....."
"USB-to-CAN V2 compact  CAN-1","514","00:00:57.068","      ","586","8","80 07 60 00 00 00 02 06","..`....."
"USB-to-CAN V2 compact  CAN-1","515","00:00:57.244","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","516","00:00:57.329","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","517","00:00:57.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","518","00:00:57.544","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","519","00:00:57.765","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","520","00:00:57.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","521","00:00:57.844","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","522","00:00:58.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","523","00:00:58.144","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","524","00:00:58.202","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","525","00:00:58.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","526","00:00:58.444","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","527","00:00:58.640","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","528","00:00:58.744","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","529","00:00:58.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","530","00:00:59.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","531","00:00:59.044","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","532","00:00:59.075","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","533","00:00:59.344","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","534","00:00:59.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","535","00:00:59.513","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","536","00:00:59.644","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","537","00:00:59.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","538","00:00:59.944","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","539","00:00:59.949","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","540","00:01:00.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","541","00:01:00.244","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","542","00:01:00.386","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","543","00:01:00.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","544","00:01:00.544","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","545","00:01:00.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","546","00:01:00.824","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","547","00:01:00.844","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","548","00:01:01.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","549","00:01:01.144","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","550","00:01:01.259","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","551","00:01:01.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","552","00:01:01.444","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","553","00:01:01.697","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","554","00:01:01.744","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","555","00:01:01.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","556","00:01:02.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","557","00:01:02.044","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","558","00:01:02.119"," S    ","605","8","40 07 60 00 00 00 00 00","@.`....."
"USB-to-CAN V2 compact  CAN-1","559","00:01:02.119","      ","585","8","4B 07 60 00 01 00 00 00","K.`....."
"USB-to-CAN V2 compact  CAN-1","560","00:01:02.133","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","561","00:01:02.344","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","562","00:01:02.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","563","00:01:02.570","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","564","00:01:02.644","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","565","00:01:02.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","566","00:01:02.944","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","567","00:01:03.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","568","00:01:03.008","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","569","00:01:03.244","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","570","00:01:03.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","571","00:01:03.443","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","572","00:01:03.544","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","573","00:01:03.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","574","00:01:03.844","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","575","00:01:03.881","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","576","00:01:04.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","577","00:01:04.144","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","578","00:01:04.317","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","579","00:01:04.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","580","00:01:04.444","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","581","00:01:04.744","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","582","00:01:04.755","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","583","00:01:04.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","584","00:01:05.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","585","00:01:05.044","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","586","00:01:05.193","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","587","00:01:05.344","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","588","00:01:05.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","589","00:01:05.628","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","590","00:01:05.644","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","591","00:01:05.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","592","00:01:05.944","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","593","00:01:06.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","594","00:01:06.066","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","595","00:01:06.244","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","596","00:01:06.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","597","00:01:06.502","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","598","00:01:06.544","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","599","00:01:06.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","600","00:01:06.844","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","601","00:01:06.939","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","602","00:01:07.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","603","00:01:07.144","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","604","00:01:07.377","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","605","00:01:07.401","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","606","00:01:07.444","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","607","00:01:07.744","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","608","00:01:07.812","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","609","00:01:07.822","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","610","00:01:08.007","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","611","00:01:08.044","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","612","00:01:08.250","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","613","00:01:08.344","      ","702","1","05","."
