Start Time  Tuesday January 11 2022 18:31:09
Bitrate   500 kbit/s
Operating Mode  Std Ext ErrDet
Driver Version  4.1.212.0
"Bus","No","Time","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","274","00:00:15.170","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","275","00:00:15.201","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","276","00:00:15.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","277","00:00:15.470","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","278","00:00:15.639","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","279","00:00:15.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","280","00:00:15.770","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","281","00:00:15.933","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","282","00:00:16.070","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","283","00:00:16.075","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","284","00:00:16.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","285","00:00:16.370","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","286","00:00:16.513","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","287","00:00:16.670","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","288","00:00:16.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","289","00:00:16.933","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","290","00:00:16.951","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","291","00:00:16.970","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","292","00:00:17.270","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","293","00:00:17.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","294","00:00:17.386","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","295","00:00:17.570","      ","702","1","05","."
