Start Time  Tuesday January 11 2022 18:34:22
Bitrate   500 kbit/s
Operating Mode  Std Ext ErrDet
Driver Version  4.1.212.0
"Bus","No","Time","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","1,731","00:00:30.286","      ","184","6","37 92 4A EC FF FF","7.J..."
"USB-to-CAN V2 compact  CAN-1","1,732","00:00:30.287","      ","185","6","37 92 E8 62 FF FF","7..b.."
"USB-to-CAN V2 compact  CAN-1","1,733","00:00:30.299","      ","186","6","37 92 53 98 FE FF","7.S..."
"USB-to-CAN V2 compact  CAN-1","1,734","00:00:30.316","      ","184","6","37 92 F7 EC FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,735","00:00:30.317","      ","185","6","37 92 B1 61 FF FF","7..a.."
"USB-to-CAN V2 compact  CAN-1","1,736","00:00:30.329","      ","186","6","37 92 9A 95 FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,737","00:00:30.346","      ","184","6","37 92 9D ED FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,738","00:00:30.347","      ","185","6","37 92 92 60 FF FF","7..`.."
"USB-to-CAN V2 compact  CAN-1","1,739","00:00:30.359","      ","186","6","37 92 C6 92 FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,740","00:00:30.367","      ","182","4","00 00 00 00","...."
"USB-to-CAN V2 compact  CAN-1","1,741","00:00:30.376","      ","184","6","37 92 55 EE FF FF","7.U..."
"USB-to-CAN V2 compact  CAN-1","1,742","00:00:30.377","      ","185","6","37 92 80 5F FF FF","7.._.."
"USB-to-CAN V2 compact  CAN-1","1,743","00:00:30.379","      ","204","2","2F 21","/!"
"USB-to-CAN V2 compact  CAN-1","1,744","00:00:30.379","      ","205","2","2F 01","/."
"USB-to-CAN V2 compact  CAN-1","1,745","00:00:30.379","      ","206","2","2F 01","/."
"USB-to-CAN V2 compact  CAN-1","1,746","00:00:30.389","      ","186","6","37 82 A0 8F FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,747","00:00:30.397","      ","602","8","2B 03 20 0D 00 01 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,748","00:00:30.400","      ","582","8","60 03 20 0D 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,749","00:00:30.406","      ","184","6","37 82 C4 EE FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,750","00:00:30.407","      ","185","6","37 82 98 5E FF FF","7..^.."
"USB-to-CAN V2 compact  CAN-1","1,751","00:00:30.407","      ","602","8","2B 02 20 0F 01 00 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,752","00:00:30.410","      ","582","8","60 02 20 0F 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,753","00:00:30.419","      ","186","6","37 82 7B 8C FE FF","7.{..."
"USB-to-CAN V2 compact  CAN-1","1,754","00:00:30.421","      ","602","8","2B 03 20 0E 00 01 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,755","00:00:30.424","      ","582","8","60 03 20 0E 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,756","00:00:30.431","      ","602","8","2B 02 20 10 01 00 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,757","00:00:30.433","      ","582","8","60 02 20 10 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,758","00:00:30.436","      ","184","6","37 82 50 EF FF FF","7.P..."
"USB-to-CAN V2 compact  CAN-1","1,759","00:00:30.437","      ","185","6","37 82 CA 5D FF FF","7..].."
"USB-to-CAN V2 compact  CAN-1","1,760","00:00:30.444","      ","602","8","2B 03 20 0C 00 01 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,761","00:00:30.447","      ","582","8","60 03 20 0C 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,762","00:00:30.449","      ","186","6","37 82 B2 89 FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,763","00:00:30.455","      ","602","8","2B 02 20 0E 01 00 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,764","00:00:30.458","      ","582","8","60 02 20 0E 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,765","00:00:30.466","      ","184","6","37 82 E5 EF FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,766","00:00:30.467","      ","185","6","37 82 0B 5D FF FF","7..].."
"USB-to-CAN V2 compact  CAN-1","1,767","00:00:30.467","      ","602","8","2B 03 20 06 00 01 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","1,768","00:00:30.470","      ","582","8","60 03 20 06 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","1,769","00:00:30.479","      ","186","6","37 82 12 87 FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,770","00:00:30.496","      ","184","6","37 82 84 F0 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,771","00:00:30.497","      ","185","6","37 82 41 5C FF FF","7.A\.."
"USB-to-CAN V2 compact  CAN-1","1,772","00:00:30.509","      ","186","6","37 82 8C 84 FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,773","00:00:30.521","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,774","00:00:30.526","      ","184","6","37 82 15 F1 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,775","00:00:30.526","      ","185","6","37 82 88 5B FF FF","7..[.."
"USB-to-CAN V2 compact  CAN-1","1,776","00:00:30.539","      ","186","6","37 82 37 82 FE FF","7.7..."
"USB-to-CAN V2 compact  CAN-1","1,777","00:00:30.556","      ","184","6","37 82 94 F1 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,778","00:00:30.557","      ","185","6","37 82 E8 5A FF FF","7..Z.."
"USB-to-CAN V2 compact  CAN-1","1,779","00:00:30.569","      ","186","6","37 82 1D 80 FE FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,780","00:00:30.576","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,781","00:00:30.586","      ","184","6","37 82 23 F2 FF FF","7.#..."
"USB-to-CAN V2 compact  CAN-1","1,782","00:00:30.587","      ","185","6","37 82 81 5A FF FF","7..Z.."
"USB-to-CAN V2 compact  CAN-1","1,783","00:00:30.599","      ","186","6","37 82 3E 7E FE FF","7.>~.."
"USB-to-CAN V2 compact  CAN-1","1,784","00:00:30.616","      ","184","6","37 82 C0 F2 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,785","00:00:30.617","      ","185","6","37 82 2E 5A FF FF","7..Z.."
"USB-to-CAN V2 compact  CAN-1","1,786","00:00:30.629","      ","186","6","37 82 A1 7C FE FF","7..|.."
"USB-to-CAN V2 compact  CAN-1","1,787","00:00:30.646","      ","184","6","37 82 50 F3 FF FF","7.P..."
"USB-to-CAN V2 compact  CAN-1","1,788","00:00:30.647","      ","185","6","37 82 EA 59 FF FF","7..Y.."
"USB-to-CAN V2 compact  CAN-1","1,789","00:00:30.659","      ","186","6","37 82 30 7B FE FF","7.0{.."
"USB-to-CAN V2 compact  CAN-1","1,790","00:00:30.670","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,791","00:00:30.676","      ","184","6","37 82 B6 F3 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,792","00:00:30.676","      ","185","6","37 82 B1 59 FF FF","7..Y.."
"USB-to-CAN V2 compact  CAN-1","1,793","00:00:30.689","      ","186","6","37 82 F2 79 FE FF","7..y.."
"USB-to-CAN V2 compact  CAN-1","1,794","00:00:30.706","      ","184","6","37 82 0F F4 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,795","00:00:30.707","      ","185","6","37 82 92 59 FF FF","7..Y.."
"USB-to-CAN V2 compact  CAN-1","1,796","00:00:30.719","      ","186","6","37 82 FB 78 FE FF","7..x.."
"USB-to-CAN V2 compact  CAN-1","1,797","00:00:30.736","      ","184","6","37 82 65 F4 FF FF","7.e..."
"USB-to-CAN V2 compact  CAN-1","1,798","00:00:30.737","      ","185","6","37 86 8E 59 FF FF","7..Y.."
"USB-to-CAN V2 compact  CAN-1","1,799","00:00:30.749","      ","186","6","37 82 31 78 FE FF","7.1x.."
"USB-to-CAN V2 compact  CAN-1","1,800","00:00:30.764","      ","405","8","00 00 02 00 00 00 02 00","........"
"USB-to-CAN V2 compact  CAN-1","1,801","00:00:30.766","      ","184","6","37 82 B5 F4 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,802","00:00:30.767","      ","185","6","37 86 8D 59 FF FF","7..Y.."
"USB-to-CAN V2 compact  CAN-1","1,803","00:00:30.779","      ","186","6","37 82 80 77 FE FF","7..w.."
"USB-to-CAN V2 compact  CAN-1","1,804","00:00:30.796","      ","184","6","37 82 F6 F4 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,805","00:00:30.809","      ","186","6","37 82 F0 76 FE FF","7..v.."
"USB-to-CAN V2 compact  CAN-1","1,806","00:00:30.826","      ","184","6","37 82 2E F5 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,807","00:00:30.839","      ","186","6","37 82 A3 76 FE FF","7..v.."
"USB-to-CAN V2 compact  CAN-1","1,808","00:00:30.856","      ","184","6","37 82 6E F5 FF FF","7.n..."
"USB-to-CAN V2 compact  CAN-1","1,809","00:00:30.869","      ","186","6","37 82 91 76 FE FF","7..v.."
"USB-to-CAN V2 compact  CAN-1","1,810","00:00:30.876","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,811","00:00:30.884","      ","185","6","37 86 8C 59 FF FF","7..Y.."
"USB-to-CAN V2 compact  CAN-1","1,812","00:00:30.884","      ","205","2","27 00","'."
"USB-to-CAN V2 compact  CAN-1","1,813","00:00:30.886","      ","184","6","37 82 AE F5 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,814","00:00:30.899","      ","186","6","37 86 83 76 FE FF","7..v.."
"USB-to-CAN V2 compact  CAN-1","1,815","00:00:30.914","      ","185","6","33 06 92 59 FF FF","3..Y.."
"USB-to-CAN V2 compact  CAN-1","1,816","00:00:30.916","      ","184","6","37 82 D8 F5 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,817","00:00:30.929","      ","186","6","37 86 53 76 FE FF","7.Sv.."
"USB-to-CAN V2 compact  CAN-1","1,818","00:00:30.933","      ","406","8","00 00 02 00 00 00 02 00","........"
"USB-to-CAN V2 compact  CAN-1","1,819","00:00:30.946","      ","184","6","37 82 F8 F5 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,820","00:00:30.954","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,821","00:00:30.959","      ","186","6","37 86 2C 76 FE FF","7.,v.."
"USB-to-CAN V2 compact  CAN-1","1,822","00:00:30.976","      ","184","6","37 82 16 F6 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,823","00:00:30.989","      ","186","6","37 86 30 76 FE FF","7.0v.."
"USB-to-CAN V2 compact  CAN-1","1,824","00:00:31.006","      ","184","6","37 82 32 F6 FF FF","7.2..."
"USB-to-CAN V2 compact  CAN-1","1,825","00:00:31.016","      ","185","6","33 06 93 59 FF FF","3..Y.."
"USB-to-CAN V2 compact  CAN-1","1,826","00:00:31.019","      ","186","6","37 86 2D 76 FE FF","7.-v.."
"USB-to-CAN V2 compact  CAN-1","1,827","00:00:31.036","      ","184","6","37 82 43 F6 FF FF","7.C..."
"USB-to-CAN V2 compact  CAN-1","1,828","00:00:31.051","      ","206","2","27 00","'."
"USB-to-CAN V2 compact  CAN-1","1,829","00:00:31.052","      ","186","6","37 87 2D 76 FE FF","7.-v.."
"USB-to-CAN V2 compact  CAN-1","1,830","00:00:31.066","      ","184","6","37 82 4A F6 FF FF","7.J..."
"USB-to-CAN V2 compact  CAN-1","1,831","00:00:31.082","      ","186","6","33 06 15 76 FE FF","3..v.."
"USB-to-CAN V2 compact  CAN-1","1,832","00:00:31.096","      ","184","6","37 86 69 F6 FF FF","7.i..."
"USB-to-CAN V2 compact  CAN-1","1,833","00:00:31.112","      ","186","6","33 06 FF 75 FE FF","3..u.."
"USB-to-CAN V2 compact  CAN-1","1,834","00:00:31.124","      ","404","8","00 00 02 00 00 00 02 00","........"
"USB-to-CAN V2 compact  CAN-1","1,835","00:00:31.126","      ","184","6","37 86 7C F6 FF FF","7.|..."
"USB-to-CAN V2 compact  CAN-1","1,836","00:00:31.129","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,837","00:00:31.137","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,838","00:00:31.156","      ","184","6","37 86 84 F6 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,839","00:00:31.176","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,840","00:00:31.186","      ","184","6","37 86 84 F6 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,841","00:00:31.250","      ","204","2","27 20","' "
"USB-to-CAN V2 compact  CAN-1","1,842","00:00:31.251","      ","184","6","37 87 84 F6 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","1,843","00:00:31.281","      ","184","6","33 06 72 F6 FF FF","3.r..."
"USB-to-CAN V2 compact  CAN-1","1,844","00:00:31.311","      ","184","6","33 06 77 F6 FF FF","3.w..."
"USB-to-CAN V2 compact  CAN-1","1,845","00:00:31.476","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,846","00:00:31.521","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,847","00:00:31.576","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,848","00:00:31.776","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,849","00:00:31.953","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,850","00:00:32.014","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,851","00:00:32.076","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,852","00:00:32.129","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,853","00:00:32.376","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,854","00:00:32.449","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,855","00:00:32.521","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,856","00:00:32.676","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,857","00:00:32.888","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,858","00:00:32.953","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,859","00:00:32.976","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,860","00:00:33.129","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,861","00:00:33.276","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,862","00:00:33.324","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,863","00:00:33.521","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,864","00:00:33.576","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,865","00:00:33.761","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,866","00:00:33.876","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,867","00:00:33.953","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,868","00:00:34.129","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,869","00:00:34.176","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","1,870","00:00:34.200","      ","703","1","05","."
