Start Time  Tuesday January 11 2022 18:24:02,,,,,,,
Bitrate   500 kbit/s,,,,,,,
Operating Mode  Std Ext ErrDet,,,,,,,
Driver Version  4.1.212.0,,,,,,,
Bus,No,Time,State,ID (hex),DLC,Data (hex),ASCII
USB-to-CAN V2 compact  CAN-1,856,00:44.6,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,857,00:44.8,      ,704,1,7F,
USB-to-CAN V2 compact  CAN-1,858,00:44.9,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,859,00:45.0,      ,705,1,7F,
USB-to-CAN V2 compact  CAN-1,860,00:45.0,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,861,00:45.2,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,862,00:45.4,      ,706,1,7F,
USB-to-CAN V2 compact  CAN-1,863,00:45.5,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,864,00:45.5,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,865,00:45.8,      ,704,1,7F,
USB-to-CAN V2 compact  CAN-1,866,00:45.8,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,867,00:45.9,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,868,00:46.0,      ,705,1,7F,
USB-to-CAN V2 compact  CAN-1,869,00:46.1,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,870,00:46.3,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,871,00:46.4,      ,706,1,7F,
USB-to-CAN V2 compact  CAN-1,872,00:46.4,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,873,00:46.7,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,874,00:46.8,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,875,00:46.8,      ,704,1,7F,
USB-to-CAN V2 compact  CAN-1,876,00:47.0,      ,705,1,7F,
USB-to-CAN V2 compact  CAN-1,877,00:47.0,      ,0,2,81 05,..
USB-to-CAN V2 compact  CAN-1,878,00:47.0,      ,605,8,2B 17 10 00 C8 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,879,00:47.0,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,880,00:47.1,      ,605,8,80 17 10 00 00 00 04 05,........
USB-to-CAN V2 compact  CAN-1,881,00:47.2,      ,705,1,0,.
USB-to-CAN V2 compact  CAN-1,882,00:47.2,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,883,00:47.3,      ,605,8,2B 17 10 00 C8 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,884,00:47.3,      ,585,8,60 17 10 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,885,00:47.3,      ,705,1,7F,
USB-to-CAN V2 compact  CAN-1,886,00:47.3,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,887,00:47.4,      ,706,1,7F,
USB-to-CAN V2 compact  CAN-1,888,00:47.5,      ,705,1,7F,
USB-to-CAN V2 compact  CAN-1,889,00:47.6,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,890,00:47.6,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,891,00:47.7,      ,705,1,7F,
USB-to-CAN V2 compact  CAN-1,892,00:47.7,      ,605,8,2B 17 10 00 00 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,893,00:47.7,      ,585,8,60 17 10 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,894,00:47.7,      ,605,8,40 0A 10 00 00 00 00 00,@.......
USB-to-CAN V2 compact  CAN-1,895,00:47.7,      ,585,8,41 0A 10 00 0F 00 00 00,A.......
USB-to-CAN V2 compact  CAN-1,896,00:47.7,      ,605,8,60 00 00 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,897,00:47.7,      ,585,8,00 46 36 48 31 41 20 20,.F6H1A  
USB-to-CAN V2 compact  CAN-1,898,00:47.7,      ,605,8,70 00 00 00 00 00 00 00,p.......
USB-to-CAN V2 compact  CAN-1,899,00:47.7,      ,585,8,10 20 20 20 20 20 20 20,.       
USB-to-CAN V2 compact  CAN-1,900,00:47.7,      ,605,8,60 00 00 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,901,00:47.7,      ,585,8,0D 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,902,00:47.7,      ,605,8,40 41 60 00 00 00 00 00,@A`.....
USB-to-CAN V2 compact  CAN-1,903,00:47.7,      ,585,8,4B 41 60 00 50 02 00 00,KA`.P...
USB-to-CAN V2 compact  CAN-1,904,00:47.7,      ,605,8,40 47 20 00 00 00 00 00,@G .....
USB-to-CAN V2 compact  CAN-1,905,00:47.7,      ,585,8,4B 47 20 00 00 69 00 00,KG ..i..
USB-to-CAN V2 compact  CAN-1,906,00:47.7,      ,605,8,23 69 20 00 BD 4D AF 4F,#i ..M.O
USB-to-CAN V2 compact  CAN-1,907,00:47.8,      ,704,1,7F,
USB-to-CAN V2 compact  CAN-1,908,00:47.8,      ,585,8,60 69 20 00 00 00 00 00,`i .....
USB-to-CAN V2 compact  CAN-1,909,00:47.8,      ,605,8,40 6A 20 00 00 00 00 00,@j .....
USB-to-CAN V2 compact  CAN-1,910,00:47.8,      ,585,8,4B 6A 20 00 1A 43 00 00,Kj ..C..
USB-to-CAN V2 compact  CAN-1,911,00:47.8,      ,605,8,40 01 10 00 00 00 00 00,@.......
USB-to-CAN V2 compact  CAN-1,912,00:47.8,      ,585,8,4F 01 10 00 00 00 00 00,O.......
USB-to-CAN V2 compact  CAN-1,913,00:47.8,      ,605,8,40 02 20 00 00 00 00 00,@. .....
USB-to-CAN V2 compact  CAN-1,914,00:47.8,      ,585,8,4B 02 20 00 00 00 00 00,K. .....
USB-to-CAN V2 compact  CAN-1,915,00:47.9,      ,605,8,40 72 20 00 00 00 00 00,@r .....
USB-to-CAN V2 compact  CAN-1,916,00:47.9,      ,585,8,4B 72 20 00 00 80 00 00,Kr .....
USB-to-CAN V2 compact  CAN-1,917,00:47.9,      ,605,8,40 00 20 00 00 00 00 00,@. .....
USB-to-CAN V2 compact  CAN-1,918,00:47.9,      ,585,8,4B 00 20 00 00 00 00 00,K. .....
USB-to-CAN V2 compact  CAN-1,919,00:47.9,      ,605,8,40 02 10 00 00 00 00 00,@.......
USB-to-CAN V2 compact  CAN-1,920,00:47.9,      ,585,8,43 02 10 00 50 02 1F 02,C...P...
USB-to-CAN V2 compact  CAN-1,921,00:47.9,      ,605,8,40 41 60 00 00 00 00 00,@A`.....
USB-to-CAN V2 compact  CAN-1,922,00:47.9,      ,585,8,4B 41 60 00 50 02 00 00,KA`.P...
USB-to-CAN V2 compact  CAN-1,923,00:47.9,      ,605,8,23 00 18 01 85 01 00 80,#.......
USB-to-CAN V2 compact  CAN-1,924,00:47.9,      ,585,8,60 00 18 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,925,00:47.9,      ,605,8,2F 00 18 02 FF 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,926,00:47.9,      ,585,8,60 00 18 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,927,00:47.9,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,928,00:47.9,      ,605,8,2B 00 18 03 2C 01 00 00,"+...,..."
USB-to-CAN V2 compact  CAN-1,929,00:47.9,      ,585,8,60 00 18 03 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,930,00:47.9,      ,605,8,2B 00 18 05 00 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,931,00:47.9,      ,585,8,60 00 18 05 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,932,00:47.9,      ,605,8,2F 00 1A 00 00 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,933,00:47.9,      ,585,8,60 00 1A 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,934,00:48.0,      ,605,8,23 00 1A 01 10 00 41 60,#.....A`
USB-to-CAN V2 compact  CAN-1,935,00:48.0,      ,585,8,60 00 1A 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,936,00:48.0,      ,605,8,23 00 1A 02 20 00 64 60,#... .d`
USB-to-CAN V2 compact  CAN-1,937,00:48.0,      ,585,8,60 00 1A 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,938,00:48.0,      ,605,8,2F 00 1A 00 02 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,939,00:48.0,      ,585,8,60 00 1A 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,940,00:48.0,      ,605,8,23 00 18 01 85 01 00 00,#.......
USB-to-CAN V2 compact  CAN-1,941,00:48.0,      ,585,8,60 00 18 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,942,00:48.0,      ,605,8,23 01 18 01 85 02 00 80,#.......
USB-to-CAN V2 compact  CAN-1,943,00:48.0,      ,585,8,60 01 18 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,944,00:48.0,      ,605,8,2F 01 18 02 FF 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,945,00:48.0,      ,585,8,60 01 18 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,946,00:48.0,      ,605,8,2B 01 18 03 B8 0B 00 00,+.......
USB-to-CAN V2 compact  CAN-1,947,00:48.0,      ,585,8,60 01 18 03 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,948,00:48.0,      ,605,8,2B 01 18 05 00 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,949,00:48.0,      ,585,8,60 01 18 05 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,950,00:48.0,      ,605,8,2F 01 1A 00 00 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,951,00:48.0,      ,585,8,60 01 1A 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,952,00:48.1,      ,605,8,23 01 1A 01 20 00 6C 60,#... .l`
USB-to-CAN V2 compact  CAN-1,953,00:48.1,      ,585,8,60 01 1A 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,954,00:48.1,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,955,00:48.1,      ,605,8,23 01 1A 02 10 00 7E 20,#.....~ 
USB-to-CAN V2 compact  CAN-1,956,00:48.1,      ,585,8,60 01 1A 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,957,00:48.1,      ,605,8,2F 01 1A 00 02 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,958,00:48.1,      ,585,8,60 01 1A 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,959,00:48.1,      ,605,8,23 02 18 01 85 03 00 80,#.......
USB-to-CAN V2 compact  CAN-1,960,00:48.1,      ,585,8,60 02 18 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,961,00:48.1,      ,605,8,2F 02 18 02 FF 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,962,00:48.1,      ,585,8,60 02 18 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,963,00:48.1,      ,605,8,2B 02 18 03 B8 0B 00 00,+.......
USB-to-CAN V2 compact  CAN-1,964,00:48.1,      ,585,8,60 02 18 03 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,965,00:48.1,      ,605,8,2B 02 18 05 00 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,966,00:48.1,      ,585,8,60 02 18 05 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,967,00:48.1,      ,605,8,2F 02 1A 00 00 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,968,00:48.1,      ,585,8,60 02 1A 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,969,00:48.1,      ,605,8,23 02 1A 01 10 00 47 20,#.....G 
USB-to-CAN V2 compact  CAN-1,970,00:48.1,      ,585,8,60 02 1A 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,971,00:48.2,      ,605,8,2F 02 1A 00 01 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,972,00:48.2,      ,585,8,60 02 1A 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,973,00:48.2,      ,605,8,23 00 14 01 05 02 00 80,#.......
USB-to-CAN V2 compact  CAN-1,974,00:48.2,      ,585,8,60 00 14 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,975,00:48.2,      ,605,8,2F 00 16 00 00 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,976,00:48.2,      ,585,8,60 00 16 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,977,00:48.2,      ,605,8,23 00 16 01 10 00 40 60,#.....@`
USB-to-CAN V2 compact  CAN-1,978,00:48.2,      ,585,8,60 00 16 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,979,00:48.2,      ,605,8,2F 00 16 00 01 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,980,00:48.2,      ,585,8,60 00 16 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,981,00:48.2,      ,605,8,23 00 14 01 05 02 00 00,#.......
USB-to-CAN V2 compact  CAN-1,982,00:48.2,      ,585,8,60 00 14 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,983,00:48.2,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,984,00:48.2,      ,605,8,23 01 14 01 05 03 00 80,#.......
USB-to-CAN V2 compact  CAN-1,985,00:48.2,      ,585,8,60 01 14 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,986,00:48.2,      ,605,8,2F 01 16 00 00 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,987,00:48.2,      ,585,8,60 01 16 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,988,00:48.2,      ,605,8,23 01 16 01 20 00 7A 60,#... .z`
USB-to-CAN V2 compact  CAN-1,989,00:48.2,      ,585,8,60 01 16 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,990,00:48.3,      ,605,8,23 01 16 02 20 00 81 60,#... ..`
USB-to-CAN V2 compact  CAN-1,991,00:48.3,      ,585,8,60 01 16 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,992,00:48.3,      ,605,8,2F 01 16 00 02 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,993,00:48.3,      ,585,8,60 01 16 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,994,00:48.3,      ,605,8,23 01 14 01 05 03 00 00,#.......
USB-to-CAN V2 compact  CAN-1,995,00:48.3,      ,585,8,60 01 14 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,996,00:48.3,      ,605,8,23 02 14 01 05 04 00 80,#.......
USB-to-CAN V2 compact  CAN-1,997,00:48.3,      ,585,8,60 02 14 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,998,00:48.3,      ,605,8,2F 02 16 00 00 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,999,00:48.3,      ,585,8,60 02 16 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,000",00:48.3,      ,605,8,23 02 16 01 20 01 FE 60,#... ..`
USB-to-CAN V2 compact  CAN-1,"1,001",00:48.3,      ,585,8,60 02 16 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,002",00:48.3,      ,605,8,23 02 16 02 20 02 FE 60,#... ..`
USB-to-CAN V2 compact  CAN-1,"1,003",00:48.3,      ,585,8,60 02 16 02 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,004",00:48.3,      ,605,8,2F 02 16 00 02 00 00 00,/.......
USB-to-CAN V2 compact  CAN-1,"1,005",00:48.3,      ,585,8,60 02 16 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,006",00:48.3,      ,605,8,23 02 14 01 05 04 00 00,#.......
USB-to-CAN V2 compact  CAN-1,"1,007",00:48.3,      ,585,8,60 02 14 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,008",00:48.4,      ,605,8,40 40 60 00 00 00 00 00,@@`.....
USB-to-CAN V2 compact  CAN-1,"1,009",00:48.4,      ,585,8,4B 40 60 00 00 00 00 00,K@`.....
USB-to-CAN V2 compact  CAN-1,"1,010",00:48.4,      ,706,1,7F,
USB-to-CAN V2 compact  CAN-1,"1,011",00:48.4,      ,605,8,40 41 60 00 00 00 00 00,@A`.....
USB-to-CAN V2 compact  CAN-1,"1,012",00:48.4,      ,585,8,4B 41 60 00 50 02 00 00,KA`.P...
USB-to-CAN V2 compact  CAN-1,"1,013",00:48.4,      ,605,8,23 16 10 01 F4 01 03 00,#.......
USB-to-CAN V2 compact  CAN-1,"1,014",00:48.4,      ,585,8,60 16 10 01 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,015",00:48.4,      ,0,2,01 05,..
USB-to-CAN V2 compact  CAN-1,"1,016",00:48.4,      ,605,8,2B 17 10 00 C8 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,"1,017",00:48.4,      ,185,6,50 02 00 00 00 00,P.....
USB-to-CAN V2 compact  CAN-1,"1,018",00:48.4,      ,585,8,60 17 10 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,019",00:48.4,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,020",00:48.5,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,021",00:48.5,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,022",00:48.6,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,023",00:48.8,      ,704,1,7F,
USB-to-CAN V2 compact  CAN-1,"1,024",00:48.8,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,025",00:48.8,      ,605,8,2B 17 10 00 00 00 00 00,+.......
USB-to-CAN V2 compact  CAN-1,"1,026",00:48.8,      ,585,8,60 17 10 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,027",00:48.8,      ,605,8,2B 17 10 00 E8 03 00 00,+.......
USB-to-CAN V2 compact  CAN-1,"1,028",00:48.8,      ,585,8,60 17 10 00 00 00 00 00,`.......
USB-to-CAN V2 compact  CAN-1,"1,029",00:48.8,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,030",00:48.8,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,031",00:48.9,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,032",00:49.1,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,033",00:49.4,      ,706,1,7F,
USB-to-CAN V2 compact  CAN-1,"1,034",00:49.4,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,035",00:49.4,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,036",00:49.7,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,037",00:49.8,      ,704,1,7F,
USB-to-CAN V2 compact  CAN-1,"1,038",00:49.8,      ,705,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,039",00:49.8,      ,703,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,040",00:49.8,      ,605,8,23 81 60 00 99 59 0D 00,#.`..Y..
USB-to-CAN V2 compact  CAN-1,"1,041",00:49.8,      ,585,8,60 81 60 00 00 00 00 00,`.`.....
USB-to-CAN V2 compact  CAN-1,"1,042",00:49.8,      ,605,8,23 83 60 00 6A 03 00 00,#.`.j...
USB-to-CAN V2 compact  CAN-1,"1,043",00:49.8,      ,585,8,60 83 60 00 00 00 00 00,`.`.....
USB-to-CAN V2 compact  CAN-1,"1,044",00:49.8,      ,605,8,23 67 60 00 FF FF FF FF,#g`.....
USB-to-CAN V2 compact  CAN-1,"1,045",00:49.8,      ,585,8,60 67 60 00 00 00 00 00,`g`.....
USB-to-CAN V2 compact  CAN-1,"1,046",00:49.8,      ,605,8,2B 68 60 00 E8 03 00 00,+h`.....
USB-to-CAN V2 compact  CAN-1,"1,047",00:49.8,      ,585,8,60 68 60 00 00 00 00 00,`h`.....
USB-to-CAN V2 compact  CAN-1,"1,048",00:49.9,      ,605,8,2B 5D 60 00 02 00 00 00,+]`.....
USB-to-CAN V2 compact  CAN-1,"1,049",00:49.9,      ,585,8,60 5D 60 00 00 00 00 00,`]`.....
USB-to-CAN V2 compact  CAN-1,"1,050",00:49.9,      ,605,8,23 85 60 00 D5 06 00 00,#.`.....
USB-to-CAN V2 compact  CAN-1,"1,051",00:49.9,      ,585,8,60 85 60 00 00 00 00 00,`.`.....
USB-to-CAN V2 compact  CAN-1,"1,052",00:49.9,      ,605,8,2B 07 60 00 01 00 00 00,+.`.....
USB-to-CAN V2 compact  CAN-1,"1,053",00:49.9,      ,585,8,60 07 60 00 00 00 00 00,`.`.....
USB-to-CAN V2 compact  CAN-1,"1,054",00:49.9,      ,605,8,2B 5E 60 00 00 00 00 00,+^`.....
USB-to-CAN V2 compact  CAN-1,"1,055",00:49.9,      ,585,8,60 5E 60 00 00 00 00 00,`^`.....
USB-to-CAN V2 compact  CAN-1,"1,056",00:49.9,      ,605,8,23 64 20 00 84 00 01 02,#d .....
USB-to-CAN V2 compact  CAN-1,"1,057",00:49.9,      ,585,8,60 64 20 00 00 00 00 00,`d .....
USB-to-CAN V2 compact  CAN-1,"1,058",00:49.9,      ,605,8,40 66 20 00 00 00 00 00,@f .....
USB-to-CAN V2 compact  CAN-1,"1,059",00:49.9,      ,585,8,43 66 20 00 02 00 00 00,Cf .....
USB-to-CAN V2 compact  CAN-1,"1,060",00:49.9,      ,605,8,23 65 20 00 00 00 00 00,#e .....
USB-to-CAN V2 compact  CAN-1,"1,061",00:49.9,      ,585,8,60 65 20 00 00 00 00 00,`e .....
USB-to-CAN V2 compact  CAN-1,"1,062",00:49.9,      ,205,2,06 20,. 
USB-to-CAN V2 compact  CAN-1,"1,063",00:49.9,      ,185,6,50 03 00 00 00 00,P.....
USB-to-CAN V2 compact  CAN-1,"1,064",00:50.0,      ,185,6,31 02 00 00 00 00,1.....
USB-to-CAN V2 compact  CAN-1,"1,065",00:50.0,      ,205,2,07 00,..
USB-to-CAN V2 compact  CAN-1,"1,066",00:50.0,      ,185,6,31 03 00 00 00 00,1.....
USB-to-CAN V2 compact  CAN-1,"1,067",00:50.0,      ,702,1,5,.
USB-to-CAN V2 compact  CAN-1,"1,068",00:50.1,      ,185,6,31 02 00 00 00 00,1.....
USB-to-CAN V2 compact  CAN-1,"1,069",00:50.1,      ,185,6,33 02 00 00 00 00,3.....
